cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_006086,rid_006086,ku_006086,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006087,rid_006087,ku_006087,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006088,rid_006088,ku_006088,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006089,rid_006089,ku_006089,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006090,rid_006090,ku_006090,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006091,rid_006091,ku_006091,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006092,rid_006092,ku_006092,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006093,rid_006093,ku_006093,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006094,rid_006094,ku_006094,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006095,rid_006095,ku_006095,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006096,rid_006096,ku_006096,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006097,rid_006097,ku_006097,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006098,rid_006098,ku_006098,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006099,rid_006099,ku_006099,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006100,rid_006100,ku_006100,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006101,rid_006101,ku_006101,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006102,rid_006102,ku_006102,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006103,rid_006103,ku_006103,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006104,rid_006104,ku_006104,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006105,rid_006105,ku_006105,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006106,rid_006106,ku_006106,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006107,rid_006107,ku_006107,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006108,rid_006108,ku_006108,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006109,rid_006109,ku_006109,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006110,rid_006110,ku_006110,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006111,rid_006111,ku_006111,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006112,rid_006112,ku_006112,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006113,rid_006113,ku_006113,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006114,rid_006114,ku_006114,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006115,rid_006115,ku_006115,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006116,rid_006116,ku_006116,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006117,rid_006117,ku_006117,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006118,rid_006118,ku_006118,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006119,rid_006119,ku_006119,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006120,rid_006120,ku_006120,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006121,rid_006121,ku_006121,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006122,rid_006122,ku_006122,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006123,rid_006123,ku_006123,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006124,rid_006124,ku_006124,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006125,rid_006125,ku_006125,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006126,rid_006126,ku_006126,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006127,rid_006127,ku_006127,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006128,rid_006128,ku_006128,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006129,rid_006129,ku_006129,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006130,rid_006130,ku_006130,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006131,rid_006131,ku_006131,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006132,rid_006132,ku_006132,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006133,rid_006133,ku_006133,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006134,rid_006134,ku_006134,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006135,rid_006135,ku_006135,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006136,rid_006136,ku_006136,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006137,rid_006137,ku_006137,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006138,rid_006138,ku_006138,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006139,rid_006139,ku_006139,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006140,rid_006140,ku_006140,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006141,rid_006141,ku_006141,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006142,rid_006142,ku_006142,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006143,rid_006143,ku_006143,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006144,rid_006144,ku_006144,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006145,rid_006145,ku_006145,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006146,rid_006146,ku_006146,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006147,rid_006147,ku_006147,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006148,rid_006148,ku_006148,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006149,rid_006149,ku_006149,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006150,rid_006150,ku_006150,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006151,rid_006151,ku_006151,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006152,rid_006152,ku_006152,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006153,rid_006153,ku_006153,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006154,rid_006154,ku_006154,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006155,rid_006155,ku_006155,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006156,rid_006156,ku_006156,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006157,rid_006157,ku_006157,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006158,rid_006158,ku_006158,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006159,rid_006159,ku_006159,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006160,rid_006160,ku_006160,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006161,rid_006161,ku_006161,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006162,rid_006162,ku_006162,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006163,rid_006163,ku_006163,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006164,rid_006164,ku_006164,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006165,rid_006165,ku_006165,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006166,rid_006166,ku_006166,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006167,rid_006167,ku_006167,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006168,rid_006168,ku_006168,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006169,rid_006169,ku_006169,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006170,rid_006170,ku_006170,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006171,rid_006171,ku_006171,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006172,rid_006172,ku_006172,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006173,rid_006173,ku_006173,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006174,rid_006174,ku_006174,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006175,rid_006175,ku_006175,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006176,rid_006176,ku_006176,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006177,rid_006177,ku_006177,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006178,rid_006178,ku_006178,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006179,rid_006179,ku_006179,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006180,rid_006180,ku_006180,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006181,rid_006181,ku_006181,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_006182,rid_006182,ku_006182,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006183,rid_006183,ku_006183,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006184,rid_006184,ku_006184,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006185,rid_006185,ku_006185,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006186,rid_006186,ku_006186,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006187,rid_006187,ku_006187,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006188,rid_006188,ku_006188,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_006189,rid_006189,ku_006189,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_006190,rid_006190,ku_006190,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_006191,rid_006191,ku_006191,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
